_id	Month Year	Age	Sex	Homicide (Murder)	Other Homicide	Attempted Murder	Conspiracy to Murder	Manslaughter (excl. by driving)	Manslaughter Unlawful Striking Causing Death	Driving Causing Death	Assault	Grievous Assault	Serious Assault	Serious Assault (Other)	Common Assault'	Sexual Offences	Rape and Attempted Rape	Other Sexual Offences	Robbery	Armed Robbery	Unarmed Robbery	Other Offences Against the Person	Kidnapping & Abduction etc.	Extortion	Stalking	Life Endangering Acts	Offences Against the Person	Unlawful Entry	Unlawful Entry With Intent - Dwelling	Unlawful Entry Without Violence - Dwelling	Unlawful Entry With Violence - Dwelling	Unlawful Entry With Intent - Shop	Unlawful Entry With Intent - Other	Arson	Other Property Damage	Unlawful Use of Motor Vehicle	Other Theft (excl. Unlawful Entry)	Stealing from Dwellings	Shop Stealing	Vehicles (steal from/enter with intent)	Other Stealing	Fraud	Fraud by Computer	Fraud by Cheque	Fraud by Credit Card	Identity Fraud	Other Fraud	Handling Stolen Goods	Possess Property Suspected Stolen	Receiving Stolen Property	Possess etc. Tainted Property	Other Handling Stolen Goods	Offences Against Property	Drug Offences	Trafficking Drugs	Possess Drugs	Produce Drugs	Sell Supply Drugs	Other Drug Offences	Prostitution Offences	Found in Places Used for Purpose of Prostitution Offences	Have Interest in Premises Used for Prostitution Offences	Knowingly Participate in Provision Prostitution Offences	Public Soliciting	Procuring Prostitution	Permit Minor to be at a Place Used for Prostitution Offences	Advertising Prostitution	Other Prostitution Offences	Liquor (excl. Drunkenness)	Gaming Racing & Betting Offences	Breach Domestic Violence Protection Order	Trespassing and Vagrancy	Weapons Act Offences	Unlawful Possess Concealable Firearm	Unlawful Possess Firearm - Other	Bomb Possess and/or use of	Possess and/or use other weapons; restricted items	Weapons Act Offences - Other	Good Order Offences	Disobey Move-on Direction	Resist Incite Hinder Obstruct Police	Fare Evasion	Public Nuisance	Stock Related Offences	Traffic and Related Offences	Dangerous Operation of a Vehicle	Drink Driving	Disqualified Driving	Interfere with Mechanism of Motor Vehicle	Miscellaneous Offences	Other Offences
816	APR12	Juvenile	Not Stated	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
817	MAY12	Adult	Female	2	0	0	0	0	0	0	190	5	47	29	109	4	2	2	12	11	1	26	2	0	4	20	234	74	50	45	5	9	15	5	70	36	621	16	441	34	130	195	7	8	55	1	124	83	22	15	46	0	1084	857	9	364	25	21	438	7	0	0	7	0	0	0	0	0	97	0	112	21	26	0	3	0	17	6	664	15	302	18	329	4	668	9	416	243	0	8	2464
818	MAY12	Adult	Male	8	2	2	0	0	0	0	604	47	252	77	228	120	21	99	60	42	18	81	9	0	11	61	875	573	295	270	25	95	183	33	1166	246	1027	42	401	228	356	374	5	17	82	8	262	228	74	32	118	4	3647	2669	29	1269	92	84	1195	6	0	1	5	0	0	0	0	0	291	0	677	115	236	6	45	5	142	38	2615	62	944	91	1518	26	2495	75	1665	755	0	84	9214
819	MAY12	Adult	Not Stated	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	2
820	MAY12	Juvenile	Female	0	0	0	0	0	0	0	77	0	38	9	30	6	0	6	10	1	9	12	0	0	3	9	105	67	29	28	1	16	22	1	90	59	295	12	218	32	33	19	0	0	7	4	8	26	15	2	9	0	557	99	0	52	1	3	43	0	0	0	0	0	0	0	0	0	21	0	2	20	2	0	0	0	2	0	131	2	55	14	60	0	13	6	6	1	0	12	300
821	MAY12	Juvenile	Male	0	1	1	0	0	0	0	175	3	64	40	68	31	1	30	30	19	11	22	1	0	0	21	259	666	315	313	2	95	256	8	437	228	635	41	216	189	189	31	0	0	27	0	4	98	43	12	42	1	2103	312	0	156	3	15	138	0	0	0	0	0	0	0	0	0	30	0	3	90	56	2	4	0	40	10	356	3	169	28	156	0	50	15	27	8	0	105	1002
822	MAY12	Juvenile	Not Stated	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
823	JUN12	Adult	Female	1	2	2	0	0	0	0	182	5	62	28	87	2	0	2	10	9	1	18	1	0	1	16	215	51	37	35	2	4	10	2	70	48	470	20	319	22	109	204	3	12	70	3	116	73	20	7	46	0	918	739	5	325	13	21	375	22	4	1	11	2	0	0	1	3	106	1	96	34	29	1	4	0	19	5	677	20	278	31	348	4	680	7	439	234	0	9	2397
824	JUN12	Adult	Male	5	4	0	0	1	0	3	511	29	223	49	210	109	27	82	67	46	21	79	7	1	21	50	775	531	296	273	23	77	158	14	428	258	946	40	372	163	371	313	5	8	64	6	230	171	51	19	100	1	2661	2417	14	1164	89	67	1083	7	1	0	5	1	0	0	0	0	337	0	660	119	242	16	43	1	138	44	2563	74	937	86	1466	12	2454	63	1631	760	0	96	8907
825	JUN12	Adult	Not Stated	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	4
826	JUN12	Juvenile	Female	0	0	0	0	0	0	0	60	4	23	6	27	3	1	2	13	7	6	3	0	0	1	2	79	60	33	33	0	11	16	2	70	38	271	10	215	13	33	16	0	0	0	1	15	22	9	4	9	0	479	99	0	41	2	7	49	0	0	0	0	0	0	0	0	0	16	0	1	27	7	0	0	0	7	0	113	1	48	17	47	0	12	2	10	0	0	8	283
827	JUN12	Juvenile	Male	0	0	0	0	0	0	0	129	5	59	15	50	41	8	33	20	13	7	23	2	0	1	20	213	532	212	208	4	81	239	9	316	244	592	31	232	175	154	38	0	0	20	1	17	79	24	12	43	0	1810	356	1	176	4	16	159	0	0	0	0	0	0	0	0	0	27	0	4	106	42	1	2	0	34	5	298	7	147	13	131	0	46	12	24	10	0	29	908
828	JUN12	Juvenile	Not Stated	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
829	JUL12	Adult	Female	0	0	0	0	0	0	0	199	9	60	26	104	3	0	3	11	10	1	26	0	0	4	22	239	63	47	41	6	2	14	1	60	51	432	15	277	18	122	271	11	13	69	4	174	71	21	7	43	0	949	799	4	356	30	17	392	3	0	0	3	0	0	0	0	0	127	0	97	25	24	0	3	0	18	3	689	11	305	25	348	9	693	10	452	231	0	10	2476
830	JUL12	Adult	Male	5	3	2	0	0	0	1	616	46	257	74	239	141	25	116	50	35	15	130	18	0	32	80	945	563	303	277	26	85	175	22	536	289	979	51	343	209	376	418	17	18	119	3	261	205	57	24	123	1	3012	2834	31	1327	97	106	1273	2	1	0	1	0	0	0	0	0	362	0	743	152	238	8	37	1	152	40	2815	75	1065	80	1595	24	2552	76	1608	867	1	142	9864
831	JUL12	Adult	Not Stated	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2
832	JUL12	Juvenile	Female	0	0	0	0	0	0	0	92	2	41	7	42	6	3	3	8	3	5	4	2	0	0	2	110	54	26	17	9	4	24	0	81	66	259	10	206	17	26	26	0	0	0	0	26	17	4	8	5	0	503	109	1	51	1	3	53	0	0	0	0	0	0	0	0	0	18	0	1	22	3	0	0	0	3	0	97	2	40	10	45	0	8	3	5	0	0	12	270
833	JUL12	Juvenile	Male	0	0	0	0	0	0	0	119	3	45	15	56	26	1	25	27	14	13	26	2	0	1	23	198	530	227	223	4	68	235	11	414	212	542	32	187	164	159	26	1	0	14	1	10	78	27	10	41	0	1813	410	1	173	9	22	205	0	0	0	0	0	0	0	0	0	31	0	14	95	36	0	3	1	28	4	305	4	142	27	132	0	61	16	33	12	0	28	980
834	JUL12	Juvenile	Not Stated	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	2
835	AUG12	Adult	Female	1	0	0	0	0	0	0	194	7	74	25	88	2	0	2	8	6	2	29	1	0	7	21	234	78	53	52	1	3	22	0	74	54	490	19	300	30	141	199	6	7	58	4	124	98	25	8	65	0	993	933	5	407	28	27	466	6	0	0	4	1	0	0	1	0	126	0	125	31	40	1	2	0	35	2	643	11	287	31	314	20	719	14	392	312	1	6	2649
836	AUG12	Adult	Male	0	8	3	0	1	0	4	706	40	305	92	269	117	28	89	61	47	14	103	8	3	15	77	995	663	319	290	29	119	225	13	625	266	1067	43	396	221	407	363	3	15	71	4	270	269	84	27	153	5	3266	3147	33	1473	99	113	1429	1	0	0	0	0	0	0	0	1	350	0	847	170	273	10	51	0	171	41	2867	76	1059	102	1630	33	2793	92	1700	1001	0	117	10598
837	AUG12	Adult	Not Stated	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4	2	0	0	7
838	AUG12	Juvenile	Female	0	1	1	0	0	0	0	97	2	25	20	50	5	0	5	10	4	6	3	0	0	1	2	116	62	31	30	1	8	23	1	82	39	300	8	229	30	33	6	0	0	1	0	5	29	11	4	14	0	519	73	0	28	0	5	40	0	0	0	0	0	0	0	0	0	13	0	1	27	5	0	0	0	5	0	131	2	57	17	55	0	6	1	5	0	0	17	273
839	AUG12	Juvenile	Male	0	0	0	0	0	0	0	122	6	50	15	51	49	6	43	35	12	23	30	3	0	2	25	236	452	242	237	5	56	154	5	545	179	507	33	197	149	128	12	1	0	5	0	6	74	29	12	31	2	1774	441	3	205	5	19	209	0	0	0	0	0	0	0	0	0	22	0	10	114	39	0	1	0	35	3	341	2	146	31	162	0	49	13	26	10	0	37	1053
840	AUG12	Juvenile	Not Stated	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
841	SEP12	Adult	Female	1	1	0	0	0	0	1	205	10	63	33	99	4	1	3	7	5	2	29	3	0	2	24	247	62	48	43	5	3	11	1	81	37	445	17	290	29	109	221	2	1	67	2	149	66	13	3	48	2	913	741	6	325	10	21	379	1	0	0	1	0	0	0	0	0	124	0	125	28	19	0	1	0	18	0	614	3	290	28	293	5	661	8	415	237	1	6	2324
842	SEP12	Adult	Male	8	12	4	0	1	0	7	648	30	291	87	240	144	37	107	46	31	15	110	9	4	19	78	968	476	281	251	30	53	142	17	433	218	875	40	361	133	341	385	3	7	173	5	197	191	66	20	104	1	2595	2681	15	1301	80	60	1225	0	0	0	0	0	0	0	0	0	348	0	763	161	229	6	34	2	154	33	2828	79	1001	75	1673	12	2595	84	1697	814	0	120	9737
843	SEP12	Adult	Not Stated	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2
844	SEP12	Juvenile	Female	1	0	0	0	0	0	0	82	0	36	14	32	11	0	11	17	1	16	4	0	0	1	3	115	51	24	22	2	7	20	1	86	25	291	12	232	7	40	12	0	0	8	1	3	14	7	0	7	0	480	82	0	38	0	4	40	0	0	0	0	0	0	0	0	0	12	0	0	24	2	0	0	0	2	0	85	1	30	11	43	0	11	0	9	2	0	24	240
845	SEP12	Juvenile	Male	0	0	0	0	0	0	0	105	3	50	20	32	49	9	40	22	7	15	15	1	0	1	13	191	442	226	223	3	37	179	16	325	212	546	27	248	139	132	46	1	0	37	0	8	88	40	5	42	1	1675	465	0	229	3	25	208	0	0	0	0	0	0	0	0	0	31	0	14	99	55	1	3	1	47	3	382	6	185	24	167	0	67	21	34	12	0	43	1156
846	SEP12	Juvenile	Not Stated	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
847	OCT12	Adult	Female	1	0	0	0	0	0	0	196	9	79	26	82	7	2	5	4	3	1	40	1	0	7	32	248	70	55	51	4	5	10	2	93	38	462	13	317	16	116	286	3	4	177	4	98	74	19	9	46	0	1025	799	2	349	14	16	418	3	0	0	3	0	0	0	0	0	86	0	141	33	32	1	3	0	26	2	662	7	289	32	334	1	664	13	421	230	0	9	2430
848	OCT12	Adult	Male	4	5	5	0	0	0	0	672	37	299	100	236	144	42	102	92	50	42	108	16	1	30	61	1025	522	285	267	18	68	169	23	537	249	945	45	332	140	428	311	9	5	65	7	225	182	49	18	113	2	2769	2880	31	1335	117	80	1317	2	0	0	1	0	0	0	0	1	272	0	913	161	294	13	66	0	179	36	2805	64	1033	84	1624	6	2573	88	1622	863	0	125	10031
849	OCT12	Adult	Not Stated	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	3
850	OCT12	Juvenile	Female	0	0	0	0	0	0	0	91	1	44	18	28	3	0	3	18	2	16	3	0	0	2	1	115	84	31	30	1	8	45	2	68	38	234	5	192	13	24	20	2	0	0	0	18	17	7	2	8	0	463	72	1	34	1	0	36	0	0	0	0	0	0	0	0	0	20	0	2	25	5	0	0	0	4	1	124	2	36	19	67	0	13	0	10	3	0	14	275
851	OCT12	Juvenile	Male	0	1	0	0	0	0	1	151	7	69	24	51	70	10	60	43	20	23	12	0	0	4	8	277	577	281	278	3	47	249	16	1184	196	595	24	212	159	200	25	0	0	22	0	3	93	37	10	46	0	2686	395	0	187	5	16	187	0	0	0	0	0	0	0	0	0	29	0	13	121	46	0	0	0	39	7	369	2	182	22	163	0	50	14	21	14	1	45	1068
852	OCT12	Juvenile	Not Stated	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
853	NOV12	Adult	Female	0	2	0	0	0	0	2	219	7	85	28	99	4	0	4	16	7	9	29	2	1	6	20	270	72	52	47	5	8	12	3	85	47	607	11	436	28	132	211	0	16	55	3	137	110	38	14	58	0	1135	783	9	345	18	15	396	10	0	1	7	0	0	0	0	2	157	0	113	32	36	2	3	0	30	1	697	16	305	26	350	1	754	15	466	273	0	11	2594
854	NOV12	Adult	Male	2	7	5	0	0	0	2	703	45	339	83	236	121	25	96	73	43	30	98	13	0	32	53	1004	594	358	324	34	71	165	10	528	257	1039	51	376	186	426	475	4	10	186	15	260	227	60	14	149	4	3130	2835	29	1323	98	91	1294	2	0	1	1	0	0	0	0	0	384	0	909	159	259	7	45	1	167	39	3026	78	1117	104	1727	12	2693	86	1720	886	1	120	10399
855	NOV12	Adult	Not Stated	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	2	0	0	0	0	0	0	0	3
856	NOV12	Juvenile	Female	0	0	0	0	0	0	0	64	3	24	9	28	9	0	9	10	2	8	8	0	0	0	8	91	90	35	34	1	8	47	1	137	62	323	6	247	18	52	18	0	0	8	3	7	27	2	10	15	0	658	82	0	33	0	6	43	0	0	0	0	0	0	0	0	0	11	0	0	44	6	0	0	0	6	0	147	1	56	22	68	0	5	0	4	1	0	13	308
857	NOV12	Juvenile	Male	0	0	0	0	0	0	0	169	10	55	26	78	44	5	39	35	20	15	30	1	0	0	29	278	464	230	220	10	49	185	20	533	238	574	25	229	133	187	22	1	0	8	2	11	79	29	5	42	3	1930	420	0	213	4	21	182	0	0	0	0	0	0	0	0	0	25	0	4	126	43	0	0	0	39	4	452	8	160	34	250	0	55	11	34	10	0	28	1153
858	NOV12	Juvenile	Not Stated	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
859	DEC12	Adult	Female	1	0	0	0	0	0	0	206	17	63	32	94	1	0	1	12	6	6	19	0	0	4	15	239	72	54	50	4	7	11	8	77	54	562	24	371	32	135	256	5	8	92	12	139	103	28	7	68	0	1132	835	5	327	14	60	429	4	0	0	3	1	0	0	0	0	154	0	138	35	36	0	4	0	26	6	753	10	295	29	419	5	795	13	516	266	0	9	2764
860	DEC12	Adult	Male	9	4	4	0	0	0	0	722	38	332	103	249	111	25	86	66	46	20	126	16	6	25	79	1038	598	372	336	36	49	177	22	614	235	1093	47	402	244	400	493	4	11	238	6	234	259	72	14	169	4	3314	2856	17	1363	98	84	1294	7	0	0	1	1	0	0	0	5	571	0	980	177	261	13	39	0	189	20	3465	95	1202	101	2067	34	2974	102	1950	921	1	123	11448
861	DEC12	Adult	Not Stated	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	5
862	DEC12	Juvenile	Female	0	1	1	0	0	0	0	70	1	21	12	36	4	0	4	4	4	0	8	0	0	2	6	87	62	34	34	0	7	21	1	77	61	302	16	215	26	45	24	0	0	18	2	4	18	7	2	9	0	545	78	0	36	2	5	35	0	0	0	0	0	0	0	0	0	12	0	6	20	6	0	0	0	4	2	85	1	30	6	48	0	9	1	5	3	0	36	252
863	DEC12	Juvenile	Male	0	1	1	0	0	0	0	131	4	67	25	35	36	9	27	42	17	25	38	5	1	0	32	248	563	319	318	1	76	168	11	326	252	590	22	231	192	145	37	1	0	27	0	9	87	34	5	47	1	1866	401	1	194	6	12	188	0	0	0	0	0	0	0	0	0	39	0	2	134	44	0	1	0	40	3	322	5	129	26	162	0	65	14	41	10	0	48	1055
864	DEC12	Juvenile	Not Stated	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
865	JAN13	Adult	Female	1	1	0	0	0	0	1	187	13	66	25	83	6	0	6	7	4	3	36	5	0	3	28	238	88	64	58	6	5	19	1	73	49	462	9	310	16	127	273	3	3	128	7	132	76	32	8	35	1	1022	801	9	332	25	27	408	3	0	0	3	0	0	0	0	0	98	0	137	35	35	2	5	0	24	4	729	11	307	42	369	4	695	12	430	253	0	14	2551
866	JAN13	Adult	Male	4	2	1	0	0	0	1	680	35	317	100	228	161	47	114	52	42	10	118	15	5	11	87	1017	552	259	240	19	85	208	17	637	226	1005	52	334	201	418	467	6	32	177	12	240	224	82	15	123	4	3128	2675	18	1298	101	73	1185	2	0	0	1	0	0	0	0	1	392	0	964	189	250	11	40	0	175	24	2920	78	1083	111	1648	23	2539	72	1691	776	0	123	10077
867	JAN13	Adult	Not Stated	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	4	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	2	0	0	0	0	0	0	0	5
868	JAN13	Juvenile	Female	0	0	0	0	0	0	0	61	2	26	8	25	0	0	0	21	6	15	2	1	0	0	1	84	58	30	30	0	8	20	3	70	66	279	1	241	15	22	3	1	0	0	0	2	19	10	2	7	0	498	59	0	26	0	1	32	0	0	0	0	0	0	0	0	0	21	0	1	36	8	0	1	0	6	1	129	2	35	21	71	0	13	2	9	2	0	10	277
869	JAN13	Juvenile	Male	0	0	0	0	0	0	0	135	6	49	31	49	24	3	21	30	15	15	27	0	1	3	23	216	602	312	306	6	78	212	15	494	227	657	24	183	315	135	22	7	0	10	0	5	74	41	5	28	0	2091	323	1	143	2	9	168	0	0	0	0	0	0	0	0	0	32	0	4	126	37	0	0	0	36	1	396	10	172	25	189	0	54	8	38	8	0	43	1015
870	JAN13	Juvenile	Not Stated	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
871	FEB13	Adult	Female	0	0	0	0	0	0	0	194	12	75	20	87	4	0	4	8	5	3	27	4	0	3	20	233	61	46	41	5	4	11	1	66	27	551	19	359	20	153	484	3	7	178	3	293	68	24	2	41	1	1258	727	4	306	23	27	367	7	2	1	4	0	0	0	0	0	102	0	132	27	29	0	3	0	24	2	682	14	306	23	339	6	586	11	385	190	0	9	2307
872	FEB13	Adult	Male	2	1	0	0	0	0	1	677	40	343	84	210	129	24	105	59	45	14	107	13	1	18	75	975	402	248	223	25	46	108	9	426	185	858	44	326	147	341	620	12	13	165	9	421	183	74	11	97	1	2683	2531	29	1133	97	121	1151	3	1	0	1	1	0	0	0	0	332	0	880	122	212	7	22	0	159	24	2395	65	858	76	1396	38	2279	60	1489	730	0	106	8898
873	FEB13	Adult	Not Stated	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	4
874	FEB13	Juvenile	Female	0	0	0	0	0	0	0	75	2	31	13	29	2	0	2	11	5	6	8	2	0	0	6	96	48	37	36	1	1	10	0	49	58	180	7	133	14	26	26	2	0	19	0	5	13	7	1	5	0	374	39	0	15	0	0	24	0	0	0	0	0	0	0	0	0	12	0	0	29	5	0	0	0	5	0	89	1	36	5	47	0	10	1	7	2	0	8	192
875	FEB13	Juvenile	Male	0	0	0	0	0	0	0	141	6	58	32	45	34	5	29	38	23	15	28	3	0	2	23	241	398	207	205	2	44	147	16	292	205	446	27	131	181	107	39	0	0	35	1	3	76	32	6	38	0	1472	278	0	134	1	8	135	0	0	0	0	0	0	0	0	0	22	0	7	82	44	0	0	0	42	2	303	3	142	22	136	0	44	10	27	7	0	26	806
876	FEB13	Juvenile	Not Stated	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
877	MAR13	Adult	Female	0	1	0	0	0	0	1	192	11	57	26	98	3	0	3	5	3	2	27	0	0	5	22	228	59	46	42	4	7	6	2	80	43	575	26	392	22	135	335	9	8	109	2	207	77	20	7	50	0	1171	802	2	353	21	31	395	8	0	0	6	1	0	0	0	1	134	0	121	22	31	0	4	0	22	5	654	6	308	28	312	7	715	10	479	226	0	8	2502
878	MAR13	Adult	Male	5	7	5	0	0	0	2	751	57	379	82	233	167	48	119	65	40	25	120	16	0	17	87	1115	591	362	336	26	62	167	10	452	248	1066	49	411	201	405	411	4	7	123	9	268	233	64	27	136	6	3011	2670	10	1226	89	58	1287	2	0	0	2	0	0	0	0	0	375	0	953	147	243	4	29	0	175	35	2884	94	1027	81	1682	44	2686	81	1780	824	1	134	10138
879	MAR13	Adult	Not Stated	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	2
880	MAR13	Juvenile	Female	0	0	0	0	0	0	0	99	4	48	14	33	6	0	6	17	3	14	7	1	0	0	6	129	66	32	30	2	4	30	1	70	67	187	8	140	14	25	6	0	0	2	0	4	13	3	5	5	0	410	59	0	29	0	1	29	0	0	0	0	0	0	0	0	0	12	0	2	23	4	0	0	0	4	0	97	2	31	9	55	0	7	2	5	0	0	26	230
881	MAR13	Juvenile	Male	0	0	0	0	0	0	0	129	3	51	25	50	42	5	37	36	17	19	18	1	0	0	17	225	571	337	334	3	34	200	6	369	337	658	66	205	212	175	54	2	0	37	1	14	91	38	5	48	0	2086	347	1	156	3	18	169	0	0	0	0	0	0	0	0	0	24	0	11	153	38	2	2	2	30	2	329	3	150	27	149	0	57	16	34	7	0	71	1030
